OrderID,Date,Year,Month,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
200093,2023-01-14 00:00:00,2023,1,97262,Desk,4,431.01,837,Credit Card,Returned,65990229,7,No_Coupon,Referral,1724.04
200094,2023-02-11 00:00:00,2023,2,79821,Chair,1,531.18,781,Gift Card,Returned,12780193,6,WINTER15,Instagram,531.18
200095,2023-03-24 00:00:00,2023,3,76761,Printer,4,117.51,839,Debit Card,Returned,60179774,7,No_Coupon,Referral,470.04
200096,2024-06-01 00:00:00,2024,6,93007,Phone,2,232.83,103,Gift Card,Delivered,85696091,7,No_Coupon,Instagram,465.66
200097,2025-01-21 00:00:00,2025,1,15624,Tablet,5,619.52,922,Debit Card,Pending,40621141,9,No_Coupon,Email,3097.6
200098,2023-01-14 00:00:00,2023,1,70921,Printer,2,228.54,533,Debit Card,Pending,54983109,3,No_Coupon,Email,457.08
200099,2025-04-12 00:00:00,2025,4,30477,Printer,1,201.58,717,Debit Card,Cancelled,51829648,2,WINTER15,Email,201.58
200100,2023-02-17 00:00:00,2023,2,74866,Phone,3,664.79,743,Online,Delivered,53783265,6,No_Coupon,Facebook,1994.37
200101,2023-11-25 00:00:00,2023,11,15283,Printer,1,381.02,152,Cash,Shipped,19286291,6,No_Coupon,Google,381.02
200102,2023-03-08 00:00:00,2023,3,18037,Laptop,2,70.34,944,Gift Card,Cancelled,47362236,3,FREESHIP,Email,140.68
200103,2025-01-25 00:00:00,2025,1,62656,Phone,4,218.43,514,Credit Card,Cancelled,86296459,9,SAVE10,Email,873.72
200104,2024-07-30 00:00:00,2024,7,65744,Phone,1,582.04,647,Gift Card,Delivered,39906058,1,FREESHIP,Email,582.04
200105,2024-10-24 00:00:00,2024,10,72290,Printer,3,185.4,810,Gift Card,Cancelled,68792129,7,No_Coupon,Facebook,556.2
200106,2023-09-08 00:00:00,2023,9,73514,Desk,3,465.05,126,Credit Card,Cancelled,96777924,3,SAVE10,Email,1395.15
200107,2023-03-27 00:00:00,2023,3,16775,Printer,5,670.75,848,Gift Card,Shipped,34392124,8,FREESHIP,Instagram,3353.75
200108,2024-12-28 00:00:00,2024,12,33099,Laptop,5,48.38,522,Gift Card,Delivered,28522330,9,WINTER15,Email,241.9
200109,2023-09-17 00:00:00,2023,9,51157,Desk,3,592.87,131,Gift Card,Shipped,18674578,3,FREESHIP,Referral,1778.61
200110,2024-04-21 00:00:00,2024,4,74562,Tablet,1,220.77,388,Gift Card,Pending,32062079,5,FREESHIP,Instagram,220.77
200111,2025-05-07 00:00:00,2025,5,95271,Desk,3,309.22,620,Online,Cancelled,74904969,7,FREESHIP,Google,927.66
200112,2023-01-01 00:00:00,2023,1,81366,Monitor,1,410.6,423,Online,Cancelled,17062206,2,WINTER15,Referral,410.6
200113,2024-01-17 00:00:00,2024,1,65905,Laptop,5,190.08,605,Cash,Shipped,73954365,9,FREESHIP,Instagram,950.4
200114,2025-01-27 00:00:00,2025,1,77272,Monitor,5,498.48,115,Online,Pending,29708128,8,SAVE10,Google,2492.4
200115,2023-11-27 00:00:00,2023,11,32580,Phone,5,374.99,122,Online,Shipped,23670394,9,SAVE10,Facebook,1874.95
200116,2023-03-19 00:00:00,2023,3,47761,Printer,4,291.35,109,Credit Card,Cancelled,66669207,6,WINTER15,Facebook,1165.4
200117,2023-03-08 00:00:00,2023,3,49187,Tablet,1,535.5,593,Gift Card,Cancelled,81888598,5,WINTER15,Referral,535.5
200118,2023-10-09 00:00:00,2023,10,27898,Printer,5,502.71,807,Gift Card,Shipped,61957665,7,FREESHIP,Google,2513.55
200119,2025-06-11 00:00:00,2025,6,14683,Desk,2,534.67,187,Debit Card,Shipped,47373682,7,FREESHIP,Referral,1069.34
200120,2023-04-11 00:00:00,2023,4,58108,Tablet,4,629.34,986,Cash,Cancelled,66218053,4,WINTER15,Instagram,2517.36
200121,2023-11-30 00:00:00,2023,11,89822,Desk,1,410.78,673,Cash,Cancelled,24138598,1,FREESHIP,Instagram,410.78
200122,2024-04-15 00:00:00,2024,4,96787,Laptop,2,533.02,588,Gift Card,Shipped,30422853,2,No_Coupon,Facebook,1066.04
200123,2023-07-06 00:00:00,2023,7,86064,Desk,3,278.04,727,Online,Delivered,62182901,5,No_Coupon,Instagram,834.12
200124,2024-07-28 00:00:00,2024,7,97148,Printer,4,283.79,563,Online,Pending,85321126,8,No_Coupon,Google,1135.16
200125,2024-11-06 00:00:00,2024,11,91099,Phone,2,512.65,758,Credit Card,Shipped,81846174,5,SAVE10,Email,1025.3
200126,2025-05-03 00:00:00,2025,5,55606,Desk,4,275.5,353,Gift Card,Shipped,68250319,8,FREESHIP,Google,1102
200127,2023-08-10 00:00:00,2023,8,71486,Desk,3,469.32,365,Debit Card,Shipped,73929833,3,No_Coupon,Google,1407.96
200128,2023-02-17 00:00:00,2023,2,86408,Tablet,4,21.07,244,Gift Card,Delivered,41432648,4,FREESHIP,Google,84.28
200129,2023-10-27 00:00:00,2023,10,52751,Laptop,4,263.93,427,Debit Card,Shipped,72481234,4,FREESHIP,Facebook,1055.72
200130,2025-01-22 00:00:00,2025,1,29059,Desk,3,501.3,513,Online,Cancelled,88360704,3,WINTER15,Facebook,1503.9
200131,2023-01-08 00:00:00,2023,1,72862,Tablet,1,84.8,606,Gift Card,Pending,51648833,5,No_Coupon,Instagram,84.8
200132,2023-03-28 00:00:00,2023,3,96257,Tablet,4,450.75,583,Credit Card,Shipped,13137948,6,WINTER15,Email,1803
200133,2025-06-20 00:00:00,2025,6,87432,Chair,4,302.05,636,Debit Card,Cancelled,68969625,6,SAVE10,Google,1208.2
200134,2025-06-23 00:00:00,2025,6,16253,Laptop,2,199.7,583,Cash,Pending,17354894,4,No_Coupon,Email,399.4
200135,2023-08-04 00:00:00,2023,8,79909,Printer,2,68.81,642,Gift Card,Shipped,86742257,5,SAVE10,Referral,137.62
200136,2024-04-27 00:00:00,2024,4,73370,Laptop,1,44.35,595,Gift Card,Cancelled,67820278,1,SAVE10,Instagram,44.35
200137,2024-11-26 00:00:00,2024,11,50682,Monitor,2,250.98,598,Credit Card,Delivered,12242337,5,No_Coupon,Google,501.96
200138,2023-12-21 00:00:00,2023,12,21905,Tablet,1,298.06,478,Debit Card,Pending,31863841,3,WINTER15,Google,298.06
200139,2023-04-10 00:00:00,2023,4,61440,Phone,1,583.9,714,Cash,Returned,33114521,1,No_Coupon,Email,583.9
200140,2025-05-31 00:00:00,2025,5,33110,Chair,3,528.14,388,Online,Delivered,38624225,3,FREESHIP,Email,1584.42
200141,2023-11-18 00:00:00,2023,11,80004,Printer,3,684.14,151,Cash,Cancelled,66230753,3,WINTER15,Instagram,2052.42
200142,2023-09-06 00:00:00,2023,9,86374,Desk,5,272.77,573,Cash,Pending,79451491,7,WINTER15,Email,1363.85
200143,2024-06-13 00:00:00,2024,6,66521,Chair,4,400.07,933,Online,Shipped,34654244,5,No_Coupon,Referral,1600.28
200144,2023-08-04 00:00:00,2023,8,63365,Desk,5,219.78,895,Credit Card,Pending,80100887,8,No_Coupon,Facebook,1098.9
200145,2024-03-02 00:00:00,2024,3,85929,Printer,3,146.91,798,Credit Card,Delivered,29318610,6,FREESHIP,Google,440.73
200146,2025-04-30 00:00:00,2025,4,84645,Tablet,2,411.49,404,Credit Card,Returned,68893369,4,No_Coupon,Instagram,822.98
200147,2025-05-06 00:00:00,2025,5,46316,Laptop,2,465.18,893,Credit Card,Cancelled,16196000,2,SAVE10,Google,930.36
200148,2024-12-15 00:00:00,2024,12,35100,Phone,2,319.91,139,Credit Card,Cancelled,56853491,3,WINTER15,Google,639.82
200149,2023-12-27 00:00:00,2023,12,39671,Laptop,1,217.56,174,Debit Card,Delivered,47153818,3,No_Coupon,Facebook,217.56
200150,2023-12-13 00:00:00,2023,12,25503,Phone,2,105.57,981,Debit Card,Returned,29878837,5,WINTER15,Google,211.14
200151,2023-12-01 00:00:00,2023,12,32960,Printer,5,444.76,947,Debit Card,Returned,91226500,7,No_Coupon,Email,2223.8
200152,2025-01-02 00:00:00,2025,1,77736,Chair,2,399.04,659,Cash,Cancelled,90329250,3,FREESHIP,Referral,798.08
200153,2024-12-18 00:00:00,2024,12,71570,Chair,4,534.48,437,Online,Returned,95992269,9,WINTER15,Instagram,2137.92
200154,2023-07-20 00:00:00,2023,7,73587,Phone,4,408.21,727,Credit Card,Pending,13955543,9,No_Coupon,Instagram,1632.84
200155,2023-02-27 00:00:00,2023,2,62740,Phone,1,424.4,446,Online,Shipped,20706408,6,WINTER15,Referral,424.4
200156,2024-11-08 00:00:00,2024,11,58808,Chair,2,269.83,651,Online,Delivered,24451893,4,SAVE10,Email,539.66
200157,2025-02-21 00:00:00,2025,2,50422,Monitor,2,564.58,636,Online,Returned,71227815,4,WINTER15,Facebook,1129.16
200158,2024-05-16 00:00:00,2024,5,23334,Tablet,1,331.06,737,Credit Card,Pending,46335144,5,WINTER15,Instagram,331.06
200159,2023-10-31 00:00:00,2023,10,48965,Printer,1,299.35,819,Credit Card,Cancelled,50921780,5,WINTER15,Email,299.35
200160,2023-02-17 00:00:00,2023,2,38669,Monitor,4,101.32,240,Cash,Pending,81738254,7,No_Coupon,Referral,405.28
200161,2024-03-29 00:00:00,2024,3,35091,Monitor,1,211.14,513,Credit Card,Cancelled,53784452,1,SAVE10,Facebook,211.14
200162,2023-07-27 00:00:00,2023,7,82313,Chair,3,65.86,917,Online,Pending,79854624,8,WINTER15,Google,197.58
200163,2025-06-24 00:00:00,2025,6,99589,Tablet,1,641.39,277,Online,Cancelled,16695001,1,No_Coupon,Referral,641.39
200164,2023-12-28 00:00:00,2023,12,70566,Desk,5,536.58,667,Gift Card,Pending,49673411,5,SAVE10,Google,2682.9
200165,2024-09-14 00:00:00,2024,9,60355,Monitor,2,500.29,226,Online,Returned,30155194,7,WINTER15,Google,1000.58
200166,2025-03-04 00:00:00,2025,3,28889,Chair,3,86.29,565,Cash,Delivered,23791726,6,WINTER15,Instagram,258.87
200167,2023-05-27 00:00:00,2023,5,88304,Chair,2,384.14,219,Online,Returned,44268941,2,WINTER15,Email,768.28
200168,2025-01-04 00:00:00,2025,1,49517,Printer,1,594.96,878,Cash,Returned,78551375,6,No_Coupon,Facebook,594.96
200169,2024-04-07 00:00:00,2024,4,35785,Printer,1,427.82,732,Online,Delivered,78923089,2,WINTER15,Email,427.82
200170,2025-04-04 00:00:00,2025,4,80223,Desk,4,662.94,535,Cash,Cancelled,68632951,8,SAVE10,Instagram,2651.76
200171,2023-08-15 00:00:00,2023,8,20448,Tablet,2,148.22,336,Credit Card,Delivered,67379895,7,WINTER15,Instagram,296.44
200172,2025-04-06 00:00:00,2025,4,34134,Printer,1,254.12,365,Online,Delivered,43074303,1,WINTER15,Email,254.12
200173,2024-03-24 00:00:00,2024,3,95901,Phone,3,664.46,806,Online,Delivered,56989066,4,FREESHIP,Google,1993.38
200174,2024-04-16 00:00:00,2024,4,51145,Printer,4,600.81,790,Debit Card,Delivered,59154274,9,SAVE10,Email,2403.24
200175,2025-02-08 00:00:00,2025,2,78170,Chair,5,68.34,332,Debit Card,Pending,71410605,6,WINTER15,Referral,341.7
200176,2025-06-28 00:00:00,2025,6,80151,Tablet,4,430.83,553,Gift Card,Pending,88251529,8,WINTER15,Referral,1723.32
200177,2023-08-05 00:00:00,2023,8,55632,Chair,5,431.69,354,Credit Card,Pending,13003066,10,No_Coupon,Facebook,2158.45
200178,2024-04-11 00:00:00,2024,4,53070,Chair,4,512.06,283,Online,Delivered,49791755,5,SAVE10,Google,2048.24
200179,2024-11-24 00:00:00,2024,11,27401,Laptop,3,539.91,500,Credit Card,Delivered,14332053,8,No_Coupon,Email,1619.73
200180,2023-03-18 00:00:00,2023,3,87216,Tablet,5,316.07,970,Cash,Returned,18713727,10,No_Coupon,Google,1580.35
200181,2024-08-31 00:00:00,2024,8,38966,Printer,5,404.39,247,Online,Shipped,17205146,10,No_Coupon,Referral,2021.95
200182,2025-03-19 00:00:00,2025,3,16612,Desk,1,600.54,596,Debit Card,Pending,96188223,4,WINTER15,Google,600.54
200183,2024-04-18 00:00:00,2024,4,39246,Monitor,5,186.28,258,Debit Card,Delivered,16658182,8,SAVE10,Email,931.4
200184,2024-04-04 00:00:00,2024,4,65180,Tablet,4,214.54,231,Gift Card,Cancelled,39255469,7,No_Coupon,Referral,858.16
200185,2025-02-02 00:00:00,2025,2,46877,Laptop,1,210.7,572,Online,Shipped,96935978,2,WINTER15,Referral,210.7
200186,2023-12-07 00:00:00,2023,12,30334,Phone,2,133.55,322,Cash,Pending,66388885,7,FREESHIP,Facebook,267.1
200187,2023-02-08 00:00:00,2023,2,21227,Chair,1,590.87,689,Gift Card,Returned,79129657,6,FREESHIP,Referral,590.87
200188,2025-03-15 00:00:00,2025,3,97715,Chair,2,363.91,927,Gift Card,Shipped,19515949,2,FREESHIP,Referral,727.82
200189,2023-07-05 00:00:00,2023,7,48939,Printer,5,429.45,597,Gift Card,Cancelled,62786764,5,WINTER15,Email,2147.25
200190,2024-08-31 00:00:00,2024,8,35483,Printer,3,223.7,725,Cash,Returned,79638203,3,SAVE10,Email,671.1
200191,2025-03-08 00:00:00,2025,3,51494,Laptop,2,488.87,505,Online,Cancelled,58520306,4,FREESHIP,Google,977.74
200192,2023-08-11 00:00:00,2023,8,58410,Desk,1,645.46,151,Gift Card,Cancelled,19749672,5,SAVE10,Google,645.46
200193,2023-07-21 00:00:00,2023,7,11644,Printer,1,46.66,429,Cash,Cancelled,81320339,6,No_Coupon,Google,46.66
200194,2024-06-08 00:00:00,2024,6,53501,Monitor,1,249.57,899,Cash,Shipped,90144892,3,FREESHIP,Google,249.57
200195,2024-04-22 00:00:00,2024,4,63619,Chair,3,619.21,801,Debit Card,Cancelled,65385674,6,No_Coupon,Email,1857.63
200196,2025-01-24 00:00:00,2025,1,40882,Desk,4,217.13,719,Cash,Delivered,64165503,8,WINTER15,Email,868.52
200197,2023-08-27 00:00:00,2023,8,80135,Laptop,5,221.51,723,Cash,Returned,95222269,5,WINTER15,Referral,1107.55
200198,2024-06-11 00:00:00,2024,6,37594,Laptop,4,340.3,926,Cash,Cancelled,94405162,8,SAVE10,Referral,1361.2
200199,2025-01-23 00:00:00,2025,1,87524,Phone,1,625,358,Online,Returned,21114341,5,WINTER15,Google,625
200200,2025-06-07 00:00:00,2025,6,97681,Tablet,5,433.26,895,Credit Card,Delivered,37531040,9,SAVE10,Google,2166.3
200201,2023-06-18 00:00:00,2023,6,10126,Monitor,2,674.9,146,Online,Shipped,75607531,4,SAVE10,Facebook,1349.8
200202,2025-02-06 00:00:00,2025,2,36938,Monitor,3,253.98,636,Credit Card,Cancelled,52522904,3,FREESHIP,Email,761.94
200203,2025-01-21 00:00:00,2025,1,99173,Printer,3,356.84,172,Online,Shipped,89849342,5,SAVE10,Instagram,1070.52
200204,2023-09-05 00:00:00,2023,9,99775,Laptop,4,413.71,478,Gift Card,Cancelled,21638425,9,FREESHIP,Facebook,1654.84
200205,2023-03-04 00:00:00,2023,3,19266,Desk,3,147.39,609,Debit Card,Returned,58357269,3,No_Coupon,Email,442.17
